87115,2768,8,23
1051,5538,1,55
24638,3118,6,44
51739,7441,3,58
16734,4360,10,87
6279,8958,10,22
56518,9522,6,15
95916,1382,9,83
80066,8535,8,11
55168,7443,7,52
27643,7318,9,18
4593,2033,3,48
8223,5450,8,94
10237,2846,9,58
77518,9234,9,67
89122,8606,3,76
19864,3191,6,93
6812,288,9,15
35649,9642,3,56
71066,1225,2,12
35493,7596,2,53
3323,8380,5,51
44538,4912,5,91
11256,5160,9,64
26323,9593,2,39
94669,2719,10,65
47533,9122,2,67
12103,7373,7,2
40129,8178,4,30
65455,7496,6,20
23245,4118,3,27
295,7343,8,55
9536,7578,1,66
75842,3757,6,75
18680,3673,4,79
77803,12,9,36
86799,5249,7,85
51386,9950,7,27
97156,944,4,76
16586,6053,8,42
58234,1143,5,45
74012,7010,4,100
75794,9997,7,66
78394,9021,7,66
31350,9233,6,47
12751,4739,6,96
86901,618,7,85
57759,7944,2,2
75875,4097,2,71
95377,2208,5,81
90598,7835,9,96
79562,9461,6,34
10021,1514,2,8
53137,2758,3,46
81584,9221,10,18
5348,5471,9,88
37736,4026,7,19
27780,3923,8,32
20475,8548,8,1
28818,2494,2,62
29591,9385,2,62
27769,4943,6,19
95935,6066,6,34
44251,445,10,88
51455,550,2,62
51439,848,2,25
74672,3708,5,15
52782,6575,10,11
86126,1193,2,32
3534,5122,10,80
82824,3110,10,79
96551,9564,8,70
64075,6011,10,95
5594,4009,10,19
85981,2310,5,6
70457,5930,5,73
54649,6986,9,28
28395,396,2,79
74825,4149,3,27
74574,6609,3,46
22741,1762,9,13
46754,8118,9,25
83032,3065,7,77
209,4679,9,63
89777,9710,8,55
58046,5794,9,17
42393,6424,7,73
67926,2493,4,51
48211,964,1,81
21555,4939,5,4
44876,7007,2,48
74200,1884,4,67
90326,5943,7,30
84835,3063,2,86
90156,8008,7,83
81000,2568,1,76
33924,990,9,65
25551,7191,5,81
95714,6817,2,71
25550,2696,3,64
75701,1403,7,50
79246,9414,3,59
76238,801,7,45
33520,1302,5,48
41232,8303,3,90
72358,5922,1,40
80858,6541,8,18
57177,5537,2,61
89700,769,7,95
27775,2258,10,22
19301,1392,9,75
15196,4069,7,38
42891,8582,2,68
35547,8077,9,70
83217,8992,10,18
29502,8140,9,2
29827,1314,4,12
40620,3324,8,56
91090,2485,8,49
3705,3116,6,55
30577,9797,10,64
44550,6629,5,7
65500,3773,10,97
52357,9781,9,65
50620,6842,1,70
60123,4827,8,83
28496,131,6,52
70874,6956,3,2
51210,2705,3,32
94381,7982,9,31
65290,4133,3,83
41881,7665,4,5
1058,1476,6,75
76357,2388,5,94
96945,1788,1,35
91153,5393,9,96
86886,2799,4,51
62730,442,4,24
33060,1342,10,83
4806,1825,1,5
7379,5570,4,88
56310,6259,5,63
40326,5350,8,95
95412,7105,10,32
9728,1689,9,62
1802,3954,7,82
27407,5485,9,33
68570,3680,9,47
57080,2403,8,88
81448,8030,3,46
72951,9514,5,74
15546,1690,7,86
7645,3256,4,19
49768,2235,3,21
4967,8188,2,58
48389,1602,10,87
20899,2908,9,77
9036,3624,3,81
89350,7503,10,87
72957,8854,4,40
71053,1912,1,1
66454,6737,9,52
9348,3237,3,65
11706,3542,6,20
16239,4352,5,100
3361,6058,3,61
80942,1684,6,54
55798,9241,8,11
18760,9784,8,16
94549,8654,9,69
55640,6373,2,96
53677,7732,9,8
482,1672,7,7
98331,7482,3,30
7784,1508,1,25
5412,7983,1,27
81393,1639,1,23
68760,594,10,69
51181,2026,3,34
63539,7999,8,35
26221,5357,1,35
44414,3463,2,21
3715,9872,8,67
48134,7106,3,24
93108,8073,4,34
15014,5914,10,72
96713,2038,7,28
86053,5858,1,12
52360,3338,8,83
23010,2105,4,66
70506,9162,7,29
15676,7265,2,35
35530,4833,5,14
19606,2444,4,35
32749,8779,5,14
61630,4629,5,15
83417,9851,9,12
5101,3156,2,91
80577,36,5,45
87947,184,2,72
83378,7093,9,72
40593,872,6,37
11280,5150,1,54
73912,1287,5,93
97229,3601,7,73
56476,2020,2,26
76199,1333,2,17
24982,5293,10,37
38680,9853,3,27
10867,4439,7,51
13671,9221,7,18
76564,7380,3,90
23772,3868,7,89
76475,4880,7,75
77331,757,8,89
37223,5328,6,54
21009,1013,8,24
65643,8798,2,91
22431,57,5,34
71536,9167,7,24
39079,3423,3,93
27048,4170,7,48
19354,3085,3,47
66756,6568,10,33
33276,7831,2,9
41080,6779,8,36
59327,420,10,23
79919,7992,6,46
668,8817,1,63
42997,6989,10,68
13862,9625,6,94
93883,4668,1,82
5889,1778,3,49
47370,5461,7,69
73322,5093,2,45
52694,3942,2,21
22191,167,6,77
42916,3756,10,75
78718,4278,2,28
1751,4534,7,100
76244,8647,5,10
39623,9422,10,62
46937,5880,7,37
41961,347,3,96
20610,827,5,77
40105,8887,3,95
88675,3637,5,46
10057,1632,8,25
11281,4550,8,90
44804,2275,3,31
92036,4127,3,7
65170,4214,4,11
412,7753,6,96
36428,280,10,33
93552,2534,8,29
89633,761,10,76
55967,4518,9,47
12680,5097,5,25
77144,7069,7,11
42971,2667,9,18
87156,2061,3,67
4325,8097,9,66
88664,782,7,75
44883,5519,1,69
86800,8059,7,83
87085,5841,2,21
42048,1190,4,6
89488,2812,7,38
11878,6503,7,16
73311,9102,8,56
11466,1987,3,7
46867,8662,5,60
19710,7311,2,15
43455,9363,1,80
63520,433,8,42
56799,3234,10,51
54362,8343,9,94
54838,9896,5,85
56463,2395,7,70
95130,9230,5,46
27631,4155,4,4
15132,565,10,87
77171,5478,10,36
22904,1762,9,13
10659,2034,9,85
10617,6974,10,1
17256,7329,10,64
1119,2016,1,17
44400,2587,8,1
95379,4788,8,98
18163,6544,1,62
54381,8971,3,91
51197,7692,4,71
15081,604,8,66
74419,4192,8,89
31071,4447,10,64
67324,9357,4,7
97190,9399,3,89
74416,5101,1,94
90132,9589,1,61
23020,8140,7,2
70712,1255,10,96
1030,3959,10,77
38998,2985,8,32
81621,3363,1,90
7080,9522,9,15
58326,3322,7,9
38337,739,4,33
76610,508,7,95
73356,3614,10,56
93842,6468,10,10
26500,6662,5,25
18663,749,1,62
97248,6864,7,14
70890,6120,5,77
63821,5600,6,85
19704,9447,2,20
46235,2297,4,93
53344,6489,9,25
48234,7399,5,33
49643,2320,10,76
6149,4566,5,13
48780,8843,2,67
65490,4724,8,62
10066,4058,5,58
83789,9964,6,54
66965,7899,3,40
60938,8183,10,95
12704,259,1,61
87712,6485,4,84
56469,582,2,76
32397,9839,8,45
31999,7076,1,66
37597,9571,7,81
22063,9886,3,25
82251,4476,5,3
61522,9966,9,69
19470,2775,9,59
64921,6689,8,35
30395,8459,8,98
15509,4774,1,50
13849,4533,10,63
30120,9723,10,43
79476,1573,1,1
36886,4778,6,80
52283,9727,2,29
19108,5571,1,85
76605,3308,1,70
59287,84,5,49
85470,7316,6,93
87537,8523,8,5
17101,2619,7,67
52970,7412,8,26
65321,8428,6,67
58303,9416,3,95
88405,6994,10,6
94577,9314,7,36
14301,9450,3,87
19128,6442,2,9
15650,4307,3,1
62265,2698,6,53
56296,1302,10,48
72843,3405,8,12
99591,6132,1,41
76025,825,7,53
56089,9532,2,81
1793,2501,9,5
39712,25,10,70
62867,4876,5,44
81435,2238,9,65
9924,2080,2,83
14937,8645,9,39
1327,4193,9,54
26919,2330,5,80
96527,5405,8,63
82614,6085,7,4
71767,2621,2,91
82970,2208,3,81
58110,3986,2,87
82868,7378,5,81
87420,6804,7,41
14478,843,7,65
93946,8610,1,100
97493,8393,1,69
64396,1104,1,57
66987,2434,8,19
40041,7813,9,87
26978,9808,10,78
41877,9314,8,36
14949,3588,5,15
26072,5961,7,12
81713,3423,4,93
97441,1804,6,46
34537,8421,4,41
64239,430,6,89
51054,8865,8,22
85463,6168,3,1
39960,1360,9,80
91000,8040,7,20
35359,5470,2,70
76083,7321,7,48
30750,6754,9,18
68979,981,5,53
66920,6990,2,17
7403,7320,6,11
4292,9560,5,61
30401,3173,4,37
42837,2900,2,50
46215,5682,9,8
15241,9213,10,65
93010,8001,3,55
41311,8381,9,52
18434,533,3,50
57110,1067,5,100
65333,1547,1,55
12142,7612,1,17
49162,7474,7,94
18041,1556,4,57
23172,9981,10,20
49317,7515,3,74
69241,1172,2,29
96817,1141,3,6
47475,5078,7,21
20196,1144,3,82
60183,7991,8,22
58383,1072,7,50
36699,6694,3,82
77039,9153,8,21
25205,349,9,85
96582,5563,6,50
69071,8162,7,11
31604,854,3,12
76559,7346,9,81
50529,3649,3,53
4482,666,7,26
34483,8050,3,59
86726,6408,8,30
87482,2731,3,95
92474,4784,8,70
99711,5005,2,98
27105,2645,2,62
82035,4100,5,74
49566,8267,7,1
57801,4842,10,89
11303,5617,9,89
13348,5919,7,26
88319,642,5,3
50756,3248,5,86
130,5205,6,68
22268,2062,4,66
78990,523,4,71
29195,7631,2,40
19738,7045,7,73
99181,2330,2,80
803,6330,6,19
81607,9000,5,78
5684,6006,2,15
71720,7745,10,83
7917,6239,9,33
59669,3873,3,32
8943,739,10,33
58895,9960,2,70
37539,304,1,40
28045,1869,5,31
35970,3090,2,87
33520,5285,8,74
6765,2877,5,25
29702,2764,3,95
27709,2189,4,8
83671,9264,9,67
18935,8473,2,59
72702,5164,4,33
97345,755,6,15
34788,8079,6,62
81404,6174,7,55
52638,6228,9,49
5221,6389,3,61
89283,1300,4,31
52500,7905,10,3
85154,1521,3,33
18000,8389,2,28
94722,4908,10,56
96162,3085,4,47
76159,9335,2,32
7125,8993,10,73
53125,1150,10,71
38596,3395,4,64
40965,5293,7,37
74679,9142,9,13
35773,9893,6,95
3456,8262,1,33
49100,7373,6,2
57089,5480,10,69
43679,4467,2,89
42031,8669,2,76
99348,9423,8,45
37833,7830,1,81
56696,7484,5,10
31505,3225,10,19
91854,1657,10,7
18154,1538,4,28
1670,7827,3,52
4820,909,8,11
25023,5246,10,47
9284,4855,3,33
75369,2379,1,41
68842,3205,2,15
2922,632,6,8
82650,269,7,49
90048,6965,4,59
68015,2903,2,61
58293,9579,7,15
41198,4287,6,45
23031,4666,9,9
28476,6222,2,46
71021,9696,3,50
16260,4051,9,38
8805,1789,8,65
33332,9677,8,21
62188,9330,3,74
78041,5954,2,79
6301,1336,1,92
24592,9704,2,91
45761,1680,9,38
43943,1766,7,60
61602,1001,4,18
19184,6357,10,85
88951,3496,8,46
84383,6713,7,28
80933,6208,6,81
42472,713,2,65
79477,8501,4,45
12074,6325,6,51
91314,2798,7,5
22189,4200,6,73
333,9101,5,6
85189,9918,2,84
66638,5108,8,93
87587,8412,5,3
54682,8402,1,22
97856,4644,1,19
87941,4990,9,15
55405,9246,9,67
50633,3850,3,12
14426,9997,10,66
9927,2164,9,51
95256,2809,7,13
55457,8245,5,43
17220,4985,4,69
99002,4740,3,97
77100,8211,9,41
82662,4659,2,76
39320,7670,6,28
67537,5238,7,84
49721,5855,1,14
48735,679,8,5
6748,4170,6,48
71812,5733,1,88
88322,2598,1,65
9183,7829,1,7
25920,4198,10,66
46530,1646,3,30
15920,8939,7,18
51306,5067,2,6
73881,7840,3,60
53897,8335,8,28
49501,2357,10,26
77910,5287,10,14
62593,8754,10,9
77918,8166,1,16
7395,3247,6,61
46585,8701,9,43
12788,9479,8,21
2559,4012,6,18
89194,7042,1,70
24170,8315,1,84
41456,7037,6,68
77180,6310,10,96
72499,4940,6,49
43336,227,5,93
69521,2061,2,67
15374,6191,1,58
90763,6594,7,30
25248,412,5,62
80399,7982,7,31
79208,5499,1,43
91031,8360,9,71
77522,8190,4,93
56574,7775,7,50
55601,8228,4,88
68096,1241,7,7
78971,6320,3,75
50665,4844,7,57
90043,2322,5,59
83012,2810,5,37
10582,7160,2,46
23539,2416,9,27
59798,4802,8,44
90497,9168,9,7
49732,4151,3,55
72243,9441,2,71
60037,3325,4,30
4007,1674,6,39
85172,3654,5,23
51282,8291,4,4
39770,5099,8,87
97409,7456,6,77
7332,8041,3,49
92939,4699,7,15
3589,571,5,6
2087,8706,5,29
53453,6310,6,96
90983,9692,7,72
6542,6984,4,52
64267,2277,1,9
16005,6922,10,54
32379,1766,7,60
51372,6659,10,11
82854,8528,4,43
58055,7313,3,13
54856,7011,10,12
32725,8465,1,61
70599,8829,6,44
69846,9191,8,36
9653,4788,3,98
42494,2952,2,20
3072,3298,9,17
3655,104,4,39
10036,8033,8,47
80549,8578,4,71
51445,5526,7,7
16036,3945,2,34
26327,5223,8,94
24464,6597,10,47
72105,4937,4,23
66261,7433,4,72
42358,4721,7,63
42690,8933,1,49
85903,2404,8,86
43074,1696,5,97
63879,6849,1,76
87884,6752,7,58
24434,7,5,5
13052,7322,5,45
98466,6801,3,24
54278,8510,3,55
39145,8297,7,96
96643,391,9,38
91479,9835,1,71
66921,9978,4,50
10819,8849,5,90
328,1915,9,86
91765,8224,8,2
64093,1560,6,75
85843,8507,2,27
87643,5445,6,38
54977,1996,4,34
97940,8812,10,86
72992,5951,10,7
80072,6198,9,95
83928,6702,4,72
66465,4923,8,33
75188,4515,10,96
21026,3065,9,77
22954,6014,8,15
80939,4474,7,100
18855,6200,8,93
80586,2801,4,91
49148,9376,10,35
19747,1800,8,93
63887,2713,3,69
94193,268,3,47
6241,5757,10,82
98525,7074,4,63
47439,4711,5,99
68290,9226,8,52
29597,7466,7,8
71523,8282,3,58
71233,9497,6,98
38916,81,4,21
94496,8024,8,93
26252,5324,1,71
70793,6313,10,75
23939,1960,7,36
10114,5251,7,44
98995,7670,10,28
14783,4338,7,75
48055,4278,6,28
94824,1791,1,82
48971,9130,3,74
32865,1085,10,43
94373,9055,10,59
83738,2437,8,81
87768,698,3,33
17211,4066,9,76
37866,7667,4,68
79143,4148,2,64
13793,6695,5,18
36444,7011,10,12
14654,4491,4,18
37856,3194,5,56
80969,2064,9,91
96158,4124,1,34
42653,5705,3,71
40149,5579,10,70
62885,6379,10,47
20634,6190,8,20
78058,5698,4,86
5558,7169,1,7
78511,5034,4,82
37454,2706,8,84
73877,9955,9,73
79537,6906,7,51
10656,3828,8,45
52276,8386,1,78
38756,5702,6,4
34859,3320,7,51
4932,534,4,41
54344,1580,4,48
35030,1719,9,51
80102,7498,7,22
72431,3469,9,51
27901,6663,9,29
34794,9903,10,88
5080,8512,6,30
19381,4730,6,86
78501,1152,8,55
79367,4595,7,18
59947,7124,7,12
87839,8058,3,12
44516,7414,5,6
54078,9091,2,8
12221,6493,7,7
71489,5448,7,85
89240,4456,5,13
17202,9283,6,28
60349,8405,8,5
94255,2520,4,23
31183,1800,3,93
69472,2832,7,82
72968,7443,1,52
84376,8089,9,73
6477,8352,2,24
23074,137,7,60
78886,3132,1,14
594,9872,3,67
55360,7146,6,87
28213,6527,9,39
62605,6890,3,91
94812,2148,4,40
51114,1829,5,55
22211,9042,7,92
40568,9079,1,19
33003,4435,2,68
64690,9467,3,3
57188,4289,10,45
47148,9500,6,40
74756,616,7,53
62192,2600,2,2
74310,502,4,15
56209,2026,1,34
52688,8637,8,79
42427,7757,1,84
47540,8116,1,45
59089,3603,10,58
29621,7980,5,34
89753,2265,2,60
78524,8135,8,42
35735,8217,3,84
60136,7813,8,87
3178,384,9,28
91184,4142,4,71
68590,716,4,99
97800,9076,7,65
51545,3326,3,11
75414,1887,7,12
64444,8570,8,94
94446,4906,8,90
91881,5259,7,63
324,5727,3,87
91298,8407,5,22
87688,3245,1,23
5152,7786,10,32
26284,7365,9,38
34297,2420,5,61
40812,5942,6,75
72795,6932,7,20
82334,8178,4,30
94772,2597,5,86
32433,1887,1,12
56182,6374,9,47
16627,6279,2,54
72917,6819,6,70
31361,3998,10,39
15037,2388,3,94
75118,2187,9,89
73942,8712,10,13
40274,6921,5,72
29276,5853,1,7
65382,7039,4,10
22367,3618,8,97
49980,9614,1,42
67848,7780,5,75
42823,8649,5,47
34213,9895,2,44
73964,2262,6,30
94480,696,1,58
35167,4273,7,48
92590,2960,1,28
51327,9536,4,6
58507,9171,1,74
26844,6404,10,77
58983,1113,3,64
63090,3549,1,60
42471,3815,8,92
72411,1178,7,18
15846,2828,8,96
4861,9828,2,7
44340,110,6,45
98469,670,4,72
61482,7238,1,51
60680,2187,10,89
39539,6088,3,97
67642,6866,8,70
51732,6954,9,48
23677,983,9,67
46439,3287,6,49
24408,7444,7,31
13898,2714,1,27
63877,298,9,75
1566,9037,10,40
67485,5545,2,49
34959,364,9,50
38934,4671,3,73
89891,6991,7,80
56976,1964,5,44
34217,9106,7,55
25137,1948,8,81
24555,9851,6,12
30087,2476,4,46
34328,2602,5,31
81553,3916,6,25
77667,7661,4,73
1098,455,3,99
22743,3725,9,27
52679,5263,9,73
23163,5191,6,25
77117,6303,9,4
32218,2956,10,42
60619,7895,1,47
31769,5,4,13
27203,2592,3,37
31659,7788,6,93
20405,7001,8,94
60164,4903,8,51
29287,6243,2,93
330,3451,9,95
6513,1733,1,67
40051,866,8,38
5596,3066,10,54
14311,8547,9,88
27928,3355,6,23
53562,4712,6,83
26637,352,1,33
99174,4564,5,80
34691,6244,2,95
30137,5422,6,62
53527,9508,9,8
23319,2679,3,96
69441,2129,6,95
52329,3363,3,90
92571,6842,1,70
23095,8789,8,71
28466,1819,4,24
39339,7732,5,8
29241,7655,10,74
97648,799,10,24
72660,671,2,75
65367,2198,8,63
41374,3135,10,6
90354,5759,6,13
24258,5004,4,46
70758,6789,7,35
74534,8885,9,44
179,4515,7,96
31556,4036,2,71
92837,914,5,93
70373,6982,3,95
26993,1698,9,26
38152,580,3,10
79359,6721,4,75
27176,1034,7,72
138,9312,9,35
10424,5625,7,73
3085,567,3,76
26241,4912,3,91
96957,133,6,24
98318,4057,5,84
64325,8667,1,100
48425,7325,2,37
35241,2723,1,21
90442,2145,5,75
49028,6171,1,54
17286,8297,2,96
51367,2396,3,8
50731,9369,6,66
81761,4118,1,27
45845,1454,10,60
84941,618,5,85
28099,394,2,7
23128,5745,1,57
28425,4310,8,52
32296,2817,7,76
90221,1376,8,98
26712,6171,8,54
32665,5096,2,85
60190,7511,2,42
83201,9625,9,94
81106,8259,2,40
72897,8631,3,41
96487,9964,9,54
6671,6464,4,98
93126,1665,2,20
72231,8880,1,85
28207,413,5,13
34962,1135,5,76
10579,8009,7,62
63815,6997,8,17
5266,8683,5,13
70211,7961,1,15
36323,4067,6,75
16561,5970,9,13
54268,3058,5,79
85846,137,1,60
8313,2431,10,99
57238,8836,6,12
37763,9980,1,91
43178,1090,3,72
38400,3150,8,27
44682,6873,5,32
94825,2299,9,75
8962,7515,6,74
12794,8644,5,73
84523,5905,4,39
123,2286,3,38
55448,2157,4,5
70186,2977,7,4
66921,6855,5,22
21096,7140,5,75
43576,4723,10,20
10502,5126,8,12
65991,4179,1,85
89288,7684,10,62
13234,3509,8,26
97732,5580,2,46
4550,903,1,5
53170,9878,4,79
8656,7482,6,30
24711,5128,8,98
44553,5244,8,58
66209,7443,7,52
68144,8082,2,28
71247,8930,8,32
10971,9168,7,7
58668,6191,1,58
94323,2612,7,85
77251,9148,7,64
98197,2151,7,74
75655,5087,8,10
74459,8866,9,94
89252,9560,3,61
46405,7828,2,34
5666,414,2,75
7099,5070,10,35
95192,5706,5,6
46289,2922,10,66
43140,4787,6,41
66800,4448,8,78
74007,8500,2,25
66049,6843,4,98
41965,2965,9,37
26389,4222,7,52
49246,1272,5,86
98146,9124,5,21
20463,2519,1,14
86844,2783,1,36
7509,9167,9,24
42608,7916,10,60
31919,9062,10,86
39040,4389,4,84
80135,976,2,90
56020,8255,2,1
81381,1367,10,88
6782,6782,4,52
86534,4996,9,34
52499,7427,7,73
94164,7735,10,43
44140,9807,6,38
89536,9358,9,86
18736,8398,7,51
68623,3907,9,86
65129,8085,7,85
45706,6703,10,69
87088,3834,9,41
21554,8015,3,11
90364,7648,6,11
2575,7743,7,40
5444,1151,10,54
12961,7291,6,8
15264,6180,4,96
39325,336,7,69
15981,6771,10,68
27849,7319,4,71
44516,9511,8,34
52981,7700,1,9
9664,5800,8,67
23544,5423,6,48
15769,1274,6,70
56790,8198,10,22
47025,3690,1,92
95074,9770,3,92
91884,1133,8,75
70988,2142,3,4
98484,7276,7,48
70330,8693,8,14
56604,6298,4,61
64802,1093,9,46
39302,6423,6,83
88466,8326,2,8
14508,6341,4,85
20745,7504,8,36
65107,9910,3,81
29176,2356,5,51
47969,9526,7,70
90668,1345,3,75
58138,8856,5,71
80758,2458,7,28
48623,9052,9,65
74170,1553,2,71
11123,3307,2,28
68142,3058,5,79
86069,8679,1,16
